"Player","Total Games","Wins","Losses","Winrate","Kills","Deaths","Assists","GPM","XPM"
"NutZ","187","116","71","62.03%","2.66","5.47","12.51","286.81","303.72"
"xy","187","116","71","62.03%","3.10","5.04","12.55","312.38","355.61"
"Jabz","187","116","71","62.03%","6.84","4.17","10.72","532.37","519.56"
"Black^","187","116","71","62.03%","7.72","2.96","9.14","580.40","549.50"
"iceiceice","187","116","71","62.03%","4.20","4.75","12.13","460.58","497.26"
