"Player","Total Games","Wins","Losses","Winrate","Kills","Deaths","Assists","GPM","XPM"
"Syeonix","8","3","5","37.50%","5.50","3.25","9.12","447.38","494.00"
"Roddgee","8","3","5","37.50%","2.50","5.75","12.50","264.12","314.50"
"Teehee","8","3","5","37.50%","6.12","3.88","7.50","463.62","507.25"
"Velo","8","3","5","37.50%","3.25","6.12","10.38","380.38","421.00"
"SexyBamboe","8","3","5","37.50%","3.12","6.88","11.88","271.00","321.12"
