"Player","Total Games","Wins","Losses","Winrate","Kills","Deaths","Assists","GPM","XPM"
"miCKe","9","1","8","11.11%","6.89","7.22","9.89","462.00","524.67"
"Loda","9","1","8","11.11%","4.78","5.44","9.44","485.11","523.78"
"iNSaNiA","9","1","8","11.11%","3.33","6.78","12.33","257.89","315.56"
"ComeWithMe","9","1","8","11.11%","3.67","8.44","11.22","273.67","348.11"
"Niqua","9","1","8","11.11%","3.11","8.78","11.78","373.67","404.22"
