"Player","Total Games","Wins","Losses","Winrate","Kills","Deaths","Assists","GPM","XPM"
"Patos","31","18","13","58.06%","2.94","5.39","13.71","377.87","442.29"
"Exotic_Deer","31","18","13","58.06%","8.45","2.52","10.68","577.87","591.65"
"Kacor","31","18","13","58.06%","2.45","7.35","14.29","260.19","324.90"
"Nisha","31","18","13","58.06%","9.48","4.45","11.68","572.58","621.35"
"lisek","31","18","13","58.06%","3.39","6.16","15.16","272.16","338.16"
