"Player","Total Games","Wins","Losses","Winrate","Kills","Deaths","Assists","GPM","XPM"
"wwd","8","3","5","37.50%","3.62","4.75","7.50","426.75","502.50"
"TimadoisGarbage","8","3","5","37.50%","2.50","4.12","9.62","247.00","316.75"
"c++","8","3","5","37.50%","8.50","3.62","4.62","580.50","627.62"
"@WuDotA","8","3","5","37.50%","0.75","7.25","10.00","216.62","267.88"
"ixmike88","8","3","5","37.50%","1.38","4.62","7.38","334.38","380.50"
