2,1,3
2,2,10
2,3,9
2,4,12
3,1,16
3,2,9
3,3,13
3,4,10
3,5,3
3,6,1
3,7,8
4,1,14
4,2,4
4,3,3
4,4,1
4,5,8
4,6,10
4,7,15
4,8,11
4,9,9
4,10,16
4,11,13
4,12,5
5,1,3
5,2,11
5,3,12
5,4,6
5,5,14
5,6,8
5,7,9
5,8,5
5,9,4
5,10,10
5,11,15
5,12,16
5,13,13
6,1,12
6,2,13
6,3,7
6,4,16
6,5,14
6,6,6
6,7,4
6,8,10
6,9,5
6,10,8
6,11,1
6,12,9
6,13,3
6,14,11
7,1,1
7,2,2
7,3,3
7,4,4
7,5,5
7,6,6
7,7,7
7,8,8
7,9,9
7,10,10
7,11,11
7,12,12
7,13,13
7,14,14
7,15,15
7,16,16
